full_text,label,Length,num_words,num_sentence,text_bersih,text_stopword_dihapus,tokenized_text,stemmed_text,tokenized_sent
"katanya mau mensejahterakan guru, guru menolak pemangkasan dana bos untuk makan siang gratis malah dibilang masa bayaran. lalu program beasiswa untuk keluarga tidak mampu di dki juga dibatasi. sejahtera sekali yaa guru honorer dan calon calon guru periode ini",0,259,42,3,"katanya mau mensejahterakan guru, guru menolak pemangkasan dana bos untuk makan siang gratis malah dibilang masa bayaran. lalu program beasiswa untuk keluarga tidak mampu di dki juga dibatasi. sejahtera sekali yaa guru honorer dan calon calon guru periode ini","mensejahterakan guru , guru menolak pemangkasan dana bos makan siang gratis dibilang bayaran . program beasiswa keluarga dki dibatasi . sejahtera yaa guru honorer calon calon guru periode","['mensejahterakan', 'guru', ',', 'guru', 'menolak', 'pemangkasan', 'dana', 'bos', 'makan', 'siang', 'gratis', 'dibilang', 'bayaran', '.', 'program', 'beasiswa', 'keluarga', 'dki', 'dibatasi', '.', 'sejahtera', 'yaa', 'guru', 'honorer', 'calon', 'calon', 'guru', 'periode']","['sejahtera', 'guru', '', 'guru', 'tolak', 'mangkas', 'dana', 'bos', 'makan', 'siang', 'gratis', 'bilang', 'bayar', '', 'program', 'beasiswa', 'keluarga', 'dki', 'batas', '', 'sejahtera', 'yaa', 'guru', 'honorer', 'calon', 'calon', 'guru', 'periode']","[272, 42, 42, 419, 2331, 9, 11, 2, 3, 1, 904, 2332, 4, 84, 341, 511, 2333, 2334, 354, 42, 90, 188, 188, 42, 2335]"
"makan siang gratis itu, jika hal-hal pokok dalam sistem pendidikan sdh stabil memenuhi standard pendidikan. tuntaskan dulu permasalahan yg ada sprti putus sekolah dll. semoga kita gak jadi dipimpin komplotan dgn cara-cara bodoh!",0,228,37,3,"makan siang gratis itu, jika hal-hal pokok dalam sistem pendidikan sdh stabil memenuhi standard pendidikan. tuntaskan dulu permasalahan yg ada sprti putus sekolah dll. semoga kita gak jadi dipimpin komplotan dgn cara-cara bodoh!","makan siang gratis , hal-hal pokok sistem pendidikan stabil memenuhi standard pendidikan . tuntaskan permasalahan sprti putus sekolah dll . semoga dipimpin komplotan cara-cara bodoh !","['makan', 'siang', 'gratis', ',', 'hal-hal', 'pokok', 'sistem', 'pendidikan', 'stabil', 'memenuhi', 'standard', 'pendidikan', '.', 'tuntaskan', 'permasalahan', 'sprti', 'putus', 'sekolah', 'dll', '.', 'semoga', 'dipimpin', 'komplotan', 'cara-cara', 'bodoh', '!']","['makan', 'siang', 'gratis', '', 'hal', 'pokok', 'sistem', 'didik', 'stabil', 'penuh', 'standard', 'didik', '', 'tuntas', 'masalah', 'sprti', 'putus', 'sekolah', 'dll', '', 'moga', 'pimpin', 'komplot', 'cara', 'bodoh', '']","[2, 3, 1, 363, 363, 134, 278, 5, 898, 899, 900, 5, 546, 542, 901, 50, 7, 193, 192, 902, 903, 364, 364, 97]"
peneliti cips nilai program makan siang gratis ancam kualitas pendidikan nasional https://t.co/pswsy6jfwz #tempobisnis,0,118,16,1,peneliti cips nilai program makan siang gratis ancam kualitas pendidikan nasional,peneliti cips nilai program makan siang gratis ancam kualitas pendidikan nasional,"['peneliti', 'cips', 'nilai', 'program', 'makan', 'siang', 'gratis', 'ancam', 'kualitas', 'pendidikan', 'nasional']","['teliti', 'cips', 'nilai', 'program', 'makan', 'siang', 'gratis', 'ancam', 'kualitas', 'didik', 'nasional']","[2336, 2337, 455, 4, 2, 3, 1, 905, 362, 5, 205]"
"@achmad357418 @mamangmiwo nah ini yang namanya asbun. makan siang gratis dari apbn. sedangkan kjmu dari apbd. dari sumber pendanaan jelas beda.  siapa bilang apbd itu dari apbn? anda paham gak sumber apbd darimana dan sumber apbn darimana? kalau lihat statement anda, jelas anda tidak paham.",1,291,55,7,"nah ini yang namanya asbun. makan siang gratis dari apbn. sedangkan kjmu dari apbd. dari sumber pendanaan jelas beda. siapa bilang apbd itu dari apbn? anda paham gak sumber apbd darimana dan sumber apbn darimana? kalau lihat statement anda, jelas anda tidak paham.","namanya asbun . makan siang gratis apbn . apbd . sumber pendanaan beda . apbd apbn ? paham sumber apbd darimana sumber apbn darimana ? lihat statement , paham .","['namanya', 'asbun', '.', 'makan', 'siang', 'gratis', 'apbn', '.', 'apbd', '.', 'sumber', 'pendanaan', 'beda', '.', 'apbd', 'apbn', '?', 'paham', 'sumber', 'apbd', 'darimana', 'sumber', 'apbn', 'darimana', '?', 'lihat', 'statement', ',', 'paham', '.']","['nama', 'asbun', '', 'makan', 'siang', 'gratis', 'apbn', '', 'apbd', '', 'sumber', 'dana', 'beda', '', 'apbd', 'apbn', '', 'paham', 'sumber', 'apbd', 'darimana', 'sumber', 'apbn', 'darimana', '', 'lihat', 'statement', '', 'paham', '']","[175, 823, 2, 3, 1, 33, 177, 145, 906, 283, 177, 33, 153, 145, 177, 191, 145, 33, 191, 313, 2338, 153]"
@kompascom mau berharap apa lagi kalian?sama rezim model ginian? makan siang siang gratis??,0,91,19,3,mau berharap apa lagi kalian?sama rezim model ginian? makan siang siang gratis??,berharap ? rezim model ginian ? makan siang siang gratis ? ?,"['berharap', '?', 'rezim', 'model', 'ginian', '?', 'makan', 'siang', 'siang', 'gratis', '?', '?']","['harap', '', 'rezim', 'model', 'ginian', '', 'makan', 'siang', 'siang', 'gratis', '', '']","[120, 365, 167, 2339, 2, 3, 3, 1]"
"daripada makan siang gratis, mending buat fasilitas sekolah aja gaksi?",0,70,12,1,"daripada makan siang gratis, mending buat fasilitas sekolah aja gaksi?","makan siang gratis , mending fasilitas sekolah gaksi ?","['makan', 'siang', 'gratis', ',', 'mending', 'fasilitas', 'sekolah', 'gaksi', '?']","['makan', 'siang', 'gratis', '', 'mending', 'fasilitas', 'sekolah', 'gaksi', '']","[2, 3, 1, 61, 352, 7, 2340]"
@dpram_balik kalo saya sih lebih pilin kasih anggaran pendidikan biar anak bangsa lebih cerdas dalam mencari makan sendiri yg halal. daripada dikasih program makan siang gratis yg nilai gizinya patut dipertanyakan dan jadi ajang korupsi baru.,0,242,39,2,_balik kalo saya sih lebih pilin kasih anggaran pendidikan biar anak bangsa lebih cerdas dalam mencari makan sendiri yg halal. daripada dikasih program makan siang gratis yg nilai gizinya patut dipertanyakan dan jadi ajang korupsi baru.,_balik pilin anggaran pendidikan biarlah anak bangsa cerdas mencari makan halal . dikasih program makan siang gratis nilai gizinya patut ajang korupsi .,"['_balik', 'pilin', 'anggaran', 'pendidikan', 'biarlah', 'anak', 'bangsa', 'cerdas', 'mencari', 'makan', 'halal', '.', 'dikasih', 'program', 'makan', 'siang', 'gratis', 'nilai', 'gizinya', 'patut', 'ajang', 'korupsi', '.']","['balik', 'pilin', 'anggar', 'didik', 'biar', 'anak', 'bangsa', 'cerdas', 'cari', 'makan', 'halal', '', 'kasih', 'program', 'makan', 'siang', 'gratis', 'nilai', 'gizi', 'patut', 'ajang', 'korupsi', '']","[894, 2341, 25, 5, 40, 6, 54, 71, 2342, 2, 2343, 19, 4, 2, 3, 1, 455, 456, 2344, 895, 77]"
"@5t3v3n_p3g3l makan siang gratis,duitnya dr segala macam pajak yg dipungut dr rakyat,pembodohan publik",0,102,18,1,"_pgl makan siang gratis,duitnya dr segala macam pajak yg dipungut dr rakyat,pembodohan publik","_pgl makan siang gratis , duitnya pajak dipungut rakyat , pembodohan publik","['_pgl', 'makan', 'siang', 'gratis', ',', 'duitnya', 'pajak', 'dipungut', 'rakyat', ',', 'pembodohan', 'publik']","['pgl', 'makan', 'siang', 'gratis', '', 'duit', 'pajak', 'pungut', 'rakyat', '', 'bodoh', 'publik']","[38, 2, 3, 1, 307, 29, 879, 8, 220, 784]"
"@shepherdst @surya_izrul @iam__musk @doktertifa kadang mreka gk paham ya, program jatah makan siang gratis dan susu di peruntukan ke siapa? jadinya kyak gini program itu d pelintir sama kubu lawan, seolahâ² semua rakyat indonesia d berikan makan siang gratis.. ðÿ˜ mereka kecewa krn jagoan mreka kalah jadi gk dpat bensin gratis",1,329,59,2,"_izrul __musk kadang mreka gk paham ya, program jatah makan siang gratis dan susu di peruntukan ke siapa? jadinya kyak gini program itu d pelintir sama kubu lawan, seolah?? semua rakyat indonesia d berikan makan siang gratis.. ???? mereka kecewa krn jagoan mreka kalah jadi gk dpat bensin gratis","_izrul __musk kadang mreka paham , program jatah makan siang gratis susu peruntukan ? kyak program pelintir kubu lawan , ? ? rakyat indonesia makan siang gratis .. ? ? ? ? kecewa jagoan mreka kalah dpat bensin gratis","['_izrul', '__musk', 'kadang', 'mreka', 'paham', ',', 'program', 'jatah', 'makan', 'siang', 'gratis', 'susu', 'peruntukan', '?', 'kyak', 'program', 'pelintir', 'kubu', 'lawan', ',', '?', '?', 'rakyat', 'indonesia', 'makan', 'siang', 'gratis', '..', '?', '?', '?', '?', 'kecewa', 'jagoan', 'mreka', 'kalah', 'dpat', 'bensin', 'gratis']","['izrul', 'musk', 'kadang', 'mreka', 'paham', '', 'program', 'jatah', 'makan', 'siang', 'gratis', 'susu', 'untuk', '', 'kyak', 'program', 'pelintir', 'kubu', 'lawan', '', '', '', 'rakyat', 'indonesia', 'makan', 'siang', 'gratis', '', '', '', '', '', 'kecewa', 'jago', 'mreka', 'kalah', 'dpat', 'bensin', 'gratis']","[2345, 2346, 671, 326, 153, 4, 279, 2, 3, 1, 16, 621, 2347, 4, 2348, 734, 729, 8, 18, 2, 3, 1, 2349, 2350, 326, 274, 2351, 788, 1]"
"@mickolv_idas @doktertifa @aniesbaswedan mahasiswa  dungu akut model begini, gak usah kuliah. makan siang gratis sajalah gantinya.... gak habis pikir, bodohnya nggak ketulungan. assudahlahhh",0,190,31,3,"_idas mahasiswa dungu akut model begini, gak usah kuliah. makan siang gratis sajalah gantinya.... gak habis pikir, bodohnya nggak ketulungan. assudahlahhh","_idas mahasiswa dungu akut model , kuliah . makan siang gratis gantinya .... habis pikir , bodohnya ketulungan . assudahlahhh","['_idas', 'mahasiswa', 'dungu', 'akut', 'model', ',', 'kuliah', '.', 'makan', 'siang', 'gratis', 'gantinya', '....', 'habis', 'pikir', ',', 'bodohnya', 'ketulungan', '.', 'assudahlahhh']","['idas', 'mahasiswa', 'dungu', 'akut', 'model', '', 'kuliah', '', 'makan', 'siang', 'gratis', 'ganti', '', 'habis', 'pikir', '', 'bodoh', 'ketulungan', '', 'assudahlahhh']","[2352, 37, 116, 819, 167, 20, 2, 3, 1, 2353, 93, 186, 2354, 893, 2355]"
"@kimberley_ps08 ðÿ˜­ yg egois justru yang pilih makan siang gratis, karena yg dikorbanin dana bos, dana sosial, subsidi bbm ðÿ˜­",0,128,24,1,"_ps ???? yg egois justru yang pilih makan siang gratis, karena yg dikorbanin dana bos, dana sosial, subsidi bbm ????","_ps ? ? ? ? egois pilih makan siang gratis , dikorbanin dana bos , dana sosial , subsidi bbm ? ? ? ?","['_ps', '?', '?', '?', '?', 'egois', 'pilih', 'makan', 'siang', 'gratis', ',', 'dikorbanin', 'dana', 'bos', ',', 'dana', 'sosial', ',', 'subsidi', 'bbm', '?', '?', '?', '?']","['ps', '', '', '', '', 'egois', 'pilih', 'makan', 'siang', 'gratis', '', 'dikorbanin', 'dana', 'bos', '', 'dana', 'sosial', '', 'subsidi', 'bbm', '', '', '', '']","[66, 366, 12, 2, 3, 1, 907, 9, 11, 9, 498, 107, 172]"
"@r12qik @kimberley_ps08 ðÿ˜­ yg egois justru yang pilih makan siang gratis, karena yg dikorbanin dana bos, dana sosial, subsidi bbm ðÿ˜­",0,136,26,1,"_ps ???? yg egois justru yang pilih makan siang gratis, karena yg dikorbanin dana bos, dana sosial, subsidi bbm ????","_ps ? ? ? ? egois pilih makan siang gratis , dikorbanin dana bos , dana sosial , subsidi bbm ? ? ? ?","['_ps', '?', '?', '?', '?', 'egois', 'pilih', 'makan', 'siang', 'gratis', ',', 'dikorbanin', 'dana', 'bos', ',', 'dana', 'sosial', ',', 'subsidi', 'bbm', '?', '?', '?', '?']","['ps', '', '', '', '', 'egois', 'pilih', 'makan', 'siang', 'gratis', '', 'dikorbanin', 'dana', 'bos', '', 'dana', 'sosial', '', 'subsidi', 'bbm', '', '', '', '']","[66, 366, 12, 2, 3, 1, 907, 9, 11, 9, 498, 107, 172]"
@hajertije13735 @msaid_didu debat sama org tolol seperti anda dijelaskan pake data ttp ajah tolol memang otak anda itu cuma makan siang gratis dan joget dasar tolol,0,164,28,1,_didu debat sama org tolol seperti anda dijelaskan pake data ttp ajah tolol memang otak anda itu cuma makan siang gratis dan joget dasar tolol,_didu debat orang tolol pakai data ttp ajah tolol otak makan siang gratis joget dasar tolol,"['_didu', 'debat', 'orang', 'tolol', 'pakai', 'data', 'ttp', 'ajah', 'tolol', 'otak', 'makan', 'siang', 'gratis', 'joget', 'dasar', 'tolol']","['didu', 'debat', 'orang', 'tolol', 'pakai', 'data', 'ttp', 'ajah', 'tolol', 'otak', 'makan', 'siang', 'gratis', 'joget', 'dasar', 'tolol']","[615, 311, 14, 35, 22, 339, 501, 2356, 35, 36, 2, 3, 1, 23, 106, 35]"
"@eufza17974 @reinhardmikha @txtdrpemerintah 6jt perbulan malah lebih banyak anggaran dari pada makan siang gratis, gua suruh aja kali nyokap gua hamil lagi kan lumayan ðÿ˜‚. pada sok iye emang pendukungnya disini, mereka sok paling pinter gara2 pendukungnya banyak di twit, padahal di aplikasi lain ya nihil.",0,308,54,2,"jt perbulan malah lebih banyak anggaran dari pada makan siang gratis, gua suruh aja kali nyokap gua hamil lagi kan lumayan ????. pada sok iye emang pendukungnya disini, mereka sok paling pinter gara pendukungnya banyak di twit, padahal di aplikasi lain ya nihil.","perbulan anggaran makan siang gratis , suruh kali nyokap hamil lumayan ? ? ? ? . sok iye pendukungnya , sok pinter gara pendukungnya twit , aplikasi nihil .","['perbulan', 'anggaran', 'makan', 'siang', 'gratis', ',', 'suruh', 'kali', 'nyokap', 'hamil', 'lumayan', '?', '?', '?', '?', '.', 'sok', 'iye', 'pendukungnya', ',', 'sok', 'pinter', 'gara', 'pendukungnya', 'twit', ',', 'aplikasi', 'nihil', '.']","['bulan', 'anggar', 'makan', 'siang', 'gratis', '', 'suruh', 'kali', 'nyokap', 'hamil', 'lumayan', '', '', '', '', '', 'sok', 'iye', 'dukung', '', 'sok', 'pinter', 'gara', 'dukung', 'twit', '', 'aplikasi', 'nihil', '']","[2357, 25, 2, 3, 1, 213, 92, 2358, 58, 539, 275, 2359, 292, 275, 151, 194, 292, 699, 2360, 2361]"
yang ngarep makan siang gratis otak nya kudu di cuci bang.  kurang cerdas.  ya kaya junjungan nya da. untung aku ga ikutan 02. amit2 .  lihat video roh sang legenda! #tiktok https://t.co/aaznccopzw,0,197,39,6,yang ngarep makan siang gratis otak nya kudu di cuci bang. kurang cerdas. ya kaya junjungan nya da. untung aku ga ikutan . amit . lihat video roh sang legenda!,ngarep makan siang gratis otak kudu cuci . cerdas . kaya junjungan da . untung ikutan . amit . lihat video roh sang legenda !,"['ngarep', 'makan', 'siang', 'gratis', 'otak', 'kudu', 'cuci', '.', 'cerdas', '.', 'kaya', 'junjungan', 'da', '.', 'untung', 'ikutan', '.', 'amit', '.', 'lihat', 'video', 'roh', 'sang', 'legenda', '!']","['ngarep', 'makan', 'siang', 'gratis', 'otak', 'kudu', 'cuci', '', 'cerdas', '', 'kaya', 'junjung', 'da', '', 'untung', 'ikut', '', 'amit', '', 'lihat', 'video', 'roh', 'sang', 'legenda', '']","[340, 2, 3, 1, 36, 2362, 2363, 71, 150, 2364, 728, 494, 2365, 2366, 313, 2367, 2368, 2369, 2370]"
@anak_riau884 sebetulnya ini salah satu bukti klo solusi stunting bukan makan siang gratis,0,90,14,1,_riau sebetulnya ini salah satu bukti klo solusi stunting bukan makan siang gratis,_riau salah bukti solusi stunting makan siang gratis,"['_riau', 'salah', 'bukti', 'solusi', 'stunting', 'makan', 'siang', 'gratis']","['riau', 'salah', 'bukti', 'solusi', 'stunting', 'makan', 'siang', 'gratis']","[2371, 76, 513, 121, 41, 2, 3, 1]"
@xopch cara berpikir mereka belum sampai sih. jadi sudah betul cukup dikasih makan siang gratis saja. tidak pantas dikasih akses pendidikan yang layak.,0,151,27,3,cara berpikir mereka belum sampai sih. jadi sudah betul cukup dikasih makan siang gratis saja. tidak pantas dikasih akses pendidikan yang layak.,berpikir . dikasih makan siang gratis . dikasih akses pendidikan layak .,"['berpikir', '.', 'dikasih', 'makan', 'siang', 'gratis', '.', 'dikasih', 'akses', 'pendidikan', 'layak', '.']","['pikir', '', 'kasih', 'makan', 'siang', 'gratis', '', 'kasih', 'akses', 'didik', 'layak', '']","[131, 19, 2, 3, 1, 19, 418, 5, 162]"
"@vivacoid dikasih pilihan pendidikan gratis tpi, malah milih makan siang gratis si. syukurin ae...  terima kenyataan.  ðÿ¤­ðÿ¤£",0,127,22,3,"dikasih pilihan pendidikan gratis tpi, malah milih makan siang gratis si. syukurin ae... terima kenyataan. ????????","dikasih pilihan pendidikan gratis , milih makan siang gratis . syukurin ae ... terima kenyataan . ? ? ? ? ? ? ? ?","['dikasih', 'pilihan', 'pendidikan', 'gratis', ',', 'milih', 'makan', 'siang', 'gratis', '.', 'syukurin', 'ae', '...', 'terima', 'kenyataan', '.', '?', '?', '?', '?', '?', '?', '?', '?']","['kasih', 'pilih', 'didik', 'gratis', '', 'milih', 'makan', 'siang', 'gratis', '', 'syukurin', 'ae', '', 'terima', 'nyata', '', '', '', '', '', '', '', '', '']","[19, 64, 5, 1, 21, 2, 3, 1, 545, 2372, 709, 2373]"
"@dointimefaraway @wapamungkas doain yg baik baik anjir. prabowo dipilih sama mayoritas rakyat indonesia, gausah doain yg jelek2. masih aja nyinyirin soal makan siang gratis ketika negara2 maju diluar sana udh nerapin sistem ini dari lama.",1,238,41,3,"doain yg baik baik anjir. prabowo dipilih sama mayoritas rakyat indonesia, gausah doain yg jelek. masih aja nyinyirin soal makan siang gratis ketika negara maju diluar sana udh nerapin sistem ini dari lama.","doain anjir . prabowo dipilih mayoritas rakyat indonesia , gausah doain jelek . nyinyirin makan siang gratis negara maju diluar udh nerapin sistem .","['doain', 'anjir', '.', 'prabowo', 'dipilih', 'mayoritas', 'rakyat', 'indonesia', ',', 'gausah', 'doain', 'jelek', '.', 'nyinyirin', 'makan', 'siang', 'gratis', 'negara', 'maju', 'diluar', 'udh', 'nerapin', 'sistem', '.']","['doain', 'anjir', '', 'prabowo', 'pilih', 'mayoritas', 'rakyat', 'indonesia', '', 'gausah', 'doain', 'jelek', '', 'nyinyirin', 'makan', 'siang', 'gratis', 'negara', 'maju', 'luar', 'udh', 'nerapin', 'sistem', '']","[908, 2374, 27, 741, 536, 8, 18, 882, 908, 427, 2375, 2, 3, 1, 17, 267, 496, 119, 676, 278]"
"@adedhani9 @unjsecret semoga disaat awal harus dilakukan penyesuaian, nanti setelah dilakukan hilirisasi disemua bidang (katanya begitu), semua berharap ada pendidikan gratis, seperti makan siang gratis, tapi jangan sampai pendidikan gratisnya terbatas seperti makan pagi dan makan malam tidak gratis",1,300,47,1,"semoga disaat awal harus dilakukan penyesuaian, nanti setelah dilakukan hilirisasi disemua bidang (katanya begitu), semua berharap ada pendidikan gratis, seperti makan siang gratis, tapi jangan sampai pendidikan gratisnya terbatas seperti makan pagi dan makan malam tidak gratis","semoga disaat penyesuaian , hilirisasi disemua bidang ( ) , berharap pendidikan gratis , makan siang gratis , pendidikan gratisnya terbatas makan pagi makan malam gratis","['semoga', 'disaat', 'penyesuaian', ',', 'hilirisasi', 'disemua', 'bidang', '(', ')', ',', 'berharap', 'pendidikan', 'gratis', ',', 'makan', 'siang', 'gratis', ',', 'pendidikan', 'gratisnya', 'terbatas', 'makan', 'pagi', 'makan', 'malam', 'gratis']","['moga', 'saat', 'sesuai', '', 'hilir', 'semua', 'bidang', '', '', '', 'harap', 'didik', 'gratis', '', 'makan', 'siang', 'gratis', '', 'didik', 'gratis', 'batas', 'makan', 'pagi', 'makan', 'malam', 'gratis']","[192, 2376, 2377, 289, 2378, 2379, 120, 5, 1, 2, 3, 1, 5, 751, 2380, 2, 174, 2, 234, 1]"
tenang ada makan siang gratis ðÿ’ªðÿ’ª,1,38,10,1,tenang ada makan siang gratis ????????,tenang makan siang gratis ? ? ? ? ? ? ? ?,"['tenang', 'makan', 'siang', 'gratis', '?', '?', '?', '?', '?', '?', '?', '?']","['tenang', 'makan', 'siang', 'gratis', '', '', '', '', '', '', '', '']","[176, 2, 3, 1]"
kelakuan ugal2an rezim ini sdh kelewatan..tp herannya ada juga masy yg mengamini nya.. mental kere hanya pengen makan siang gratis. pdhl semua hal di negeri ini harga2 naik tdk terkendali.,0,188,35,2,kelakuan ugalan rezim ini sdh kelewatan..tp herannya ada juga masy yg mengamini nya.. mental kere hanya pengen makan siang gratis. pdhl semua hal di negeri ini harga naik tdk terkendali.,kelakuan ugalan rezim kelewatan .. herannya masy mengamini .. mental kere pengen makan siang gratis . negeri harga terkendali .,"['kelakuan', 'ugalan', 'rezim', 'kelewatan', '..', 'herannya', 'masy', 'mengamini', '..', 'mental', 'kere', 'pengen', 'makan', 'siang', 'gratis', '.', 'negeri', 'harga', 'terkendali', '.']","['laku', 'ugalan', 'rezim', 'lewat', '', 'heran', 'masy', 'amin', '', 'mental', 'kere', 'ken', 'makan', 'siang', 'gratis', '', 'negeri', 'harga', 'kendali', '']","[319, 2381, 365, 543, 2382, 2383, 2384, 327, 2385, 96, 2, 3, 1, 75, 62, 2386]"
"@realfedinuril die korban makan siang gratis, tapi sekolah anak nye tetep bayar, gitu dah jadi nye ðÿ¤£ðÿ¤£",0,107,20,1,"die korban makan siang gratis, tapi sekolah anak nye tetep bayar, gitu dah jadi nye ????????","die korban makan siang gratis , sekolah anak nye tetep bayar , nye ? ? ? ? ? ? ? ?","['die', 'korban', 'makan', 'siang', 'gratis', ',', 'sekolah', 'anak', 'nye', 'tetep', 'bayar', ',', 'nye', '?', '?', '?', '?', '?', '?', '?', '?']","['die', 'korban', 'makan', 'siang', 'gratis', '', 'sekolah', 'anak', 'nye', 'tetep', 'bayar', '', 'nye', '', '', '', '', '', '', '', '']","[2387, 442, 2, 3, 1, 7, 6, 909, 160, 31, 909]"
"@xopch yang penting makan siang gratis pak, makan lebih butuh drpd pendidikan.",1,78,15,1,"yang penting makan siang gratis pak, makan lebih butuh drpd pendidikan.","makan siang gratis , makan butuh drpd pendidikan .","['makan', 'siang', 'gratis', ',', 'makan', 'butuh', 'drpd', 'pendidikan', '.']","['makan', 'siang', 'gratis', '', 'makan', 'butuh', 'drpd', 'didik', '']","[2, 3, 1, 2, 24, 240, 5]"
"@5t3v3n_p3g3l org klo susah emang gampang dibodohin, ini buktinya sm sebagian yg mau dibodohin pake makan siang &amp  susu gratis",0,129,23,1,"_pgl org klo susah emang gampang dibodohin, ini buktinya sm sebagian yg mau dibodohin pake makan siang &amp susu gratis","_pgl orang susah gampang dibodohin , buktinya dibodohin pakai makan siang & amplop susu gratis","['_pgl', 'orang', 'susah', 'gampang', 'dibodohin', ',', 'buktinya', 'dibodohin', 'pakai', 'makan', 'siang', '&', 'amplop', 'susu', 'gratis']","['pgl', 'orang', 'susah', 'gampang', 'dibodohin', '', 'bukti', 'dibodohin', 'pakai', 'makan', 'siang', '', 'amplop', 'susu', 'gratis']","[38, 14, 261, 226, 910, 877, 910, 22, 2, 3, 45, 16, 1]"
@adamvelcro pantas indonesia dijajah 450 th oleh belanda krn rakyat kita msh miskin dan bodoh hy di imingi makan siang gratis sdh pd senang walau antrinya melebihi rasa laparnya,0,177,30,1,pantas indonesia dijajah th oleh belanda krn rakyat kita msh miskin dan bodoh hy di imingi makan siang gratis sdh pd senang walau antrinya melebihi rasa laparnya,indonesia dijajah th belanda rakyat miskin bodoh hy imingi makan siang gratis senang antrinya melebihi laparnya,"['indonesia', 'dijajah', 'th', 'belanda', 'rakyat', 'miskin', 'bodoh', 'hy', 'imingi', 'makan', 'siang', 'gratis', 'senang', 'antrinya', 'melebihi', 'laparnya']","['indonesia', 'jajah', 'th', 'belanda', 'rakyat', 'miskin', 'bodoh', 'hy', 'imingi', 'makan', 'siang', 'gratis', 'senang', 'antri', 'lebih', 'lapar']","[18, 2388, 837, 2389, 8, 109, 97, 2390, 374, 2, 3, 1, 412, 2391, 2392, 815]"
"@kael0204 @reinhardmikha @txtdrpemerintah dari situ kita tau makan siang gratis gk nyelesaiin apaâ² kocak, tolol dipelihara ih",0,126,21,1,"dari situ kita tau makan siang gratis gk nyelesaiin apa?? kocak, tolol dipelihara ih","situ makan siang gratis nyelesaiin ? ? kocak , tolol dipelihara","['situ', 'makan', 'siang', 'gratis', 'nyelesaiin', '?', '?', 'kocak', ',', 'tolol', 'dipelihara']","['situ', 'makan', 'siang', 'gratis', 'nyelesaiin', '', '', 'kocak', '', 'tolol', 'pelihara']","[288, 2, 3, 1, 2393, 593, 35, 544]"
"ini serius program makan siang gratis mau pakai dana bos?   demi, ngga paham lagi.",0,82,17,2,"ini serius program makan siang gratis mau pakai dana bos? demi, ngga paham lagi.","serius program makan siang gratis pakai dana bos ? , paham .","['serius', 'program', 'makan', 'siang', 'gratis', 'pakai', 'dana', 'bos', '?', ',', 'paham', '.']","['serius', 'program', 'makan', 'siang', 'gratis', 'pakai', 'dana', 'bos', '', '', 'paham', '']","[480, 4, 2, 3, 1, 22, 9, 11, 153]"
"@bin_0964 @kakekhalal makan siang gratis mulu yang dibanggakan, rancangan programnya aja masih mentah. sampe buka loker noh bagian researcher &amp  consultantðÿ—¿",0,162,26,2,"_ makan siang gratis mulu yang dibanggakan, rancangan programnya aja masih mentah. sampe buka loker noh bagian researcher &amp consultant????","_ makan siang gratis mulu dibanggakan , rancangan programnya mentah . sampe buka loker noh researcher & amplop consultant ? ? ? ?","['_', 'makan', 'siang', 'gratis', 'mulu', 'dibanggakan', ',', 'rancangan', 'programnya', 'mentah', '.', 'sampe', 'buka', 'loker', 'noh', 'researcher', '&', 'amplop', 'consultant', '?', '?', '?', '?']","['', 'makan', 'siang', 'gratis', 'mulu', 'bangga', '', 'rancang', 'program', 'mentah', '', 'sampe', 'buka', 'loker', 'noh', 'researcher', '', 'amplop', 'consultant', '', '', '', '']","[2, 3, 1, 149, 2394, 2395, 81, 2396, 56, 2397, 911, 133, 2398, 45, 2399]"
"@kimberley_ps08 gimana misal begini  bantuan negara fokus untuk masyarakat yang tidak mampu mengingat apbn belum pernah surplus trus, anggaran se jumbo itu difokuskan ke  pertanian, pendidikan, kesehatan dan permodalan masyarakat kecil.  apalah arti makan siang gratis kalo harga pangan mahal?",0,293,46,2,"_ps gimana misal begini bantuan negara fokus untuk masyarakat yang tidak mampu mengingat apbn belum pernah surplus trus, anggaran se jumbo itu difokuskan ke pertanian, pendidikan, kesehatan dan permodalan masyarakat kecil. apalah arti makan siang gratis kalo harga pangan mahal?","_ps bantuan negara fokus masyarakat apbn surplus trus , anggaran jumbo difokuskan pertanian , pendidikan , kesehatan permodalan masyarakat . apalah arti makan siang gratis harga pangan mahal ?","['_ps', 'bantuan', 'negara', 'fokus', 'masyarakat', 'apbn', 'surplus', 'trus', ',', 'anggaran', 'jumbo', 'difokuskan', 'pertanian', ',', 'pendidikan', ',', 'kesehatan', 'permodalan', 'masyarakat', '.', 'apalah', 'arti', 'makan', 'siang', 'gratis', 'harga', 'pangan', 'mahal', '?']","['ps', 'bantu', 'negara', 'fokus', 'masyarakat', 'apbn', 'surplus', 'trus', '', 'anggar', 'jumbo', 'fokus', 'tani', '', 'didik', '', 'sehat', 'modal', 'masyarakat', '', 'apa', 'arti', 'makan', 'siang', 'gratis', 'harga', 'pangan', 'mahal', '']","[66, 486, 17, 531, 52, 33, 2400, 202, 25, 2401, 2402, 2403, 5, 108, 2404, 52, 2405, 493, 2, 3, 1, 62, 290, 74]"
